state,district,year,Season,crop,area,production
Telangana ,ADILABAD,1997,Kharif     ,Arhar/Tur,32200.00,1100.00
Telangana ,ADILABAD,1997,Kharif     ,Castor seed,2600,700
Telangana ,ADILABAD,1997,Kharif     ,Cotton(lint),144900,66500
Telangana ,ADILABAD,1997,Kharif     ,Dry chillies,5500,3100
Telangana ,ADILABAD,1997,Kharif     ,Jowar,58200,31500
Telangana ,ADILABAD,1997,Kharif     ,Maize,23900,63000
Telangana ,ADILABAD,1997,Kharif     ,Moong(Green Gram),20600,3600
Telangana ,ADILABAD,1997,Kharif     ,Other Kharif pulses,1500,200
Telangana ,ADILABAD,1997,Kharif     ,Rice,30600,29100
Telangana ,ADILABAD,1997,Kharif     ,Sesamum,21700,1000
Telangana ,ADILABAD,1997,Kharif     ,Sugarcane,200,15400
Telangana ,ADILABAD,1997,Kharif     ,Sunflower,5200,2300
Telangana ,ADILABAD,1997,Kharif     ,Urad,19500,6600
Telangana ,ADILABAD,1997,Rabi       ,Dry chillies,700,1600
Telangana ,ADILABAD,1997,Rabi       ,Gram,4000,500
Telangana ,ADILABAD,1997,Rabi       ,Groundnut,3700,3300
Telangana ,ADILABAD,1997,Rabi       ,Horse-gram,3200,300
Telangana ,ADILABAD,1997,Rabi       ,Jowar,96100,33500
Telangana ,ADILABAD,1997,Rabi       ,Maize,4600,13700
Telangana ,ADILABAD,1997,Rabi       ,Moong(Green Gram),4800,600
Telangana ,ADILABAD,1997,Rabi       ,Other  Rabi pulses,2300,300
Telangana ,ADILABAD,1997,Rabi       ,Rice,5200,12400
Telangana ,ADILABAD,1997,Rabi       ,Sesamum,3900,400
Telangana ,ADILABAD,1997,Rabi       ,Sunflower,1600,600
Telangana ,ADILABAD,1997,Rabi       ,Urad,600,100
Telangana ,ADILABAD,1997,Rabi       ,Wheat,3600,2000
Telangana ,ADILABAD,1998,Kharif     ,Arhar/Tur,35900,12700
Telangana ,ADILABAD,1998,Kharif     ,Castor seed,2100,400
Telangana ,ADILABAD,1998,Kharif     ,Cotton(lint),162100,154400
Telangana ,ADILABAD,1998,Kharif     ,Dry chillies,6000,3500
Telangana ,ADILABAD,1998,Kharif     ,Groundnut,100,100
Telangana ,ADILABAD,1998,Kharif     ,Jowar,49800,60400
Telangana ,ADILABAD,1998,Kharif     ,Maize,24900,59500
Telangana ,ADILABAD,1998,Kharif     ,Moong(Green Gram),18200,5300
Telangana ,ADILABAD,1998,Kharif     ,Other Kharif pulses,1200,100
Telangana ,ADILABAD,1998,Kharif     ,Rice,66400,152300
Telangana ,ADILABAD,1998,Kharif     ,Sesamum,12400,2400
Telangana ,ADILABAD,1998,Kharif     ,Sunflower,3800,2800
Telangana ,ADILABAD,1998,Kharif     ,Urad,16900,6100
Telangana ,ADILABAD,1998,Rabi       ,Arhar/Tur,100,100
Telangana ,ADILABAD,1998,Rabi       ,Bajra,300,100
Telangana ,ADILABAD,1998,Rabi       ,Dry chillies,700,1600
Telangana ,ADILABAD,1998,Rabi       ,Gram,2900,400
Telangana ,ADILABAD,1998,Rabi       ,Groundnut,5300,6900
Telangana ,ADILABAD,1998,Rabi       ,Horse-gram,3200,600
Telangana ,ADILABAD,1998,Rabi       ,Jowar,93500,40900
Telangana ,ADILABAD,1998,Rabi       ,Maize,4400,18400
Telangana ,ADILABAD,1998,Rabi       ,Moong(Green Gram),3900,500
Telangana ,ADILABAD,1998,Rabi       ,Other  Rabi pulses,2000,300
Telangana ,ADILABAD,1998,Rabi       ,Rice,12200,33500
Telangana ,ADILABAD,1998,Rabi       ,Sesamum,3100,900
Telangana ,ADILABAD,1998,Rabi       ,Sunflower,700,300
Telangana ,ADILABAD,1998,Rabi       ,Urad,700,300
Telangana ,ADILABAD,1998,Rabi       ,Wheat,2800,1600
Telangana ,ADILABAD,1998,Whole Year ,Sugarcane,300,28800
Telangana ,ADILABAD,1998,Whole Year ,Tobacco,200,400
Telangana ,ADILABAD,1999,Kharif     ,Castor seed,1787,399
Telangana ,ADILABAD,1999,Kharif     ,Cotton(lint),164289,206811
Telangana ,ADILABAD,1999,Kharif     ,Groundnut,179,87
Telangana ,ADILABAD,1999,Kharif     ,Jowar,50587,62171
Telangana ,ADILABAD,1999,Kharif     ,Maize,25763,65721
Telangana ,ADILABAD,1999,Kharif     ,Masoor,38381,11169
Telangana ,ADILABAD,1999,Kharif     ,Moong(Green Gram),19901,6110
Telangana ,ADILABAD,1999,Kharif     ,Rice,66388,162451
Telangana ,ADILABAD,1999,Kharif     ,Sesamum,2695,261
Telangana ,ADILABAD,1999,Kharif     ,Urad,18323,9546
Telangana ,ADILABAD,1999,Rabi       ,Bajra,644,377
Telangana ,ADILABAD,1999,Rabi       ,Gram,3041,2007
Telangana ,ADILABAD,1999,Rabi       ,Groundnut,4337,5048
Telangana ,ADILABAD,1999,Rabi       ,Horse-gram,2298,894
Telangana ,ADILABAD,1999,Rabi       ,Jowar,82630,35283
Telangana ,ADILABAD,1999,Rabi       ,Linseed,3890,210
Telangana ,ADILABAD,1999,Rabi       ,Maize,4761,18306
Telangana ,ADILABAD,1999,Rabi       ,Masoor,296,86
Telangana ,ADILABAD,1999,Rabi       ,Moong(Green Gram),3396,1138
Telangana ,ADILABAD,1999,Rabi       ,Rapeseed &Mustard,38,8
Telangana ,ADILABAD,1999,Rabi       ,Rice,10980,26616
Telangana ,ADILABAD,1999,Rabi       ,Safflower,458,233
Telangana ,ADILABAD,1999,Rabi       ,Sesamum,13168,1923
Telangana ,ADILABAD,1999,Rabi       ,Urad,697,233
Telangana ,ADILABAD,1999,Rabi       ,Wheat,3964,2656
Telangana ,ADILABAD,1999,Whole Year ,Dry chillies,8980,7549
Telangana ,ADILABAD,1999,Whole Year ,Onion,679,13020
Telangana ,ADILABAD,1999,Whole Year ,Sugarcane,316,20576
Telangana ,ADILABAD,2000,Kharif     ,Arhar/Tur,38996,9437
Telangana ,ADILABAD,2000,Kharif     ,Castor seed,1570,551
Telangana ,ADILABAD,2000,Kharif     ,Cotton(lint),169332,104587
Telangana ,ADILABAD,2000,Kharif     ,Dry chillies,9622,7890
Telangana ,ADILABAD,2000,Kharif     ,Groundnut,224,157
Telangana ,ADILABAD,2000,Kharif     ,Jowar,47373,75749
Telangana ,ADILABAD,2000,Kharif     ,Maize,25795,73928
Telangana ,ADILABAD,2000,Kharif     ,Moong(Green Gram),19096,6302
Telangana ,ADILABAD,2000,Kharif     ,Onion,11,123
Telangana ,ADILABAD,2000,Kharif     ,Other Kharif pulses,1271,174
Telangana ,ADILABAD,2000,Kharif     ,other misc. pulses,1017,135
Telangana ,ADILABAD,2000,Kharif     ,Rice,70645,146235
Telangana ,ADILABAD,2000,Kharif     ,Samai,10,5
Telangana ,ADILABAD,2000,Kharif     ,Sesamum,2396,206
Telangana ,ADILABAD,2000,Kharif     ,Small millets,23,15
Telangana ,ADILABAD,2000,Kharif     ,Sunflower,933,329
Telangana ,ADILABAD,2000,Kharif     ,Urad,19031,10886
Telangana ,ADILABAD,2000,Kharif     ,Varagu,13,10
Telangana ,ADILABAD,2000,Rabi       ,Arhar/Tur,767,186
Telangana ,ADILABAD,2000,Rabi       ,Bajra,518,311
Telangana ,ADILABAD,2000,Rabi       ,Dry chillies,484,1119
Telangana ,ADILABAD,2000,Rabi       ,Gram,2687,1349
Telangana ,ADILABAD,2000,Rabi       ,Groundnut,3734,6015
Telangana ,ADILABAD,2000,Rabi       ,Horse-gram,2012,394
Telangana ,ADILABAD,2000,Rabi       ,Jowar,73626,43734
Telangana ,ADILABAD,2000,Rabi       ,Linseed,4133,752
Telangana ,ADILABAD,2000,Rabi       ,Maize,4703,21601
Telangana ,ADILABAD,2000,Rabi       ,Moong(Green Gram),2847,954
Telangana ,ADILABAD,2000,Rabi       ,Onion,577,14507
Telangana ,ADILABAD,2000,Rabi       ,Other  Rabi pulses,1617,119
Telangana ,ADILABAD,2000,Rabi       ,other misc. pulses,1577,101
Telangana ,ADILABAD,2000,Rabi       ,Rice,6828,21023
Telangana ,ADILABAD,2000,Rabi       ,Safflower,348,152
Telangana ,ADILABAD,2000,Rabi       ,Sesamum,11710,2272
Telangana ,ADILABAD,2000,Rabi       ,Urad,1006,532
Telangana ,ADILABAD,2000,Rabi       ,Wheat,3681,1848
Telangana ,ADILABAD,2000,Whole Year ,Banana,159,51
Telangana ,ADILABAD,2000,Whole Year ,Cashewnut,24,4
Telangana ,ADILABAD,2000,Whole Year ,Coriander,3181,830
Telangana ,ADILABAD,2000,Whole Year ,Potato,18,68
Telangana ,ADILABAD,2000,Whole Year ,Sugarcane,149,11611
Telangana ,ADILABAD,2000,Whole Year ,Sweet potato,6,81
Telangana ,ADILABAD,2000,Whole Year ,Tobacco,134,72
Telangana ,ADILABAD,2000,Whole Year ,Turmeric,7125,26933
Telangana ,ADILABAD,2001,Kharif     ,Arhar/Tur,38438,18027
Telangana ,ADILABAD,2001,Kharif     ,Castor seed,1419,417
Telangana ,ADILABAD,2001,Kharif     ,Cotton(lint),175552,270557
Telangana ,ADILABAD,2001,Kharif     ,Dry chillies,5927,3497
Telangana ,ADILABAD,2001,Kharif     ,Gram,1,1
Telangana ,ADILABAD,2001,Kharif     ,Groundnut,70,50
Telangana ,ADILABAD,2001,Kharif     ,Horse-gram,82,30
Telangana ,ADILABAD,2001,Kharif     ,Jowar,37111,62161
Telangana ,ADILABAD,2001,Kharif     ,Maize,22470,85498
Telangana ,ADILABAD,2001,Kharif     ,Moong(Green Gram),18262,3378
Telangana ,ADILABAD,2001,Kharif     ,Other Kharif pulses,1814,184
Telangana ,ADILABAD,2001,Kharif     ,Rice,67358,150343
Telangana ,ADILABAD,2001,Kharif     ,Samai,4,1
Telangana ,ADILABAD,2001,Kharif     ,Sesamum,2126,272
Telangana ,ADILABAD,2001,Kharif     ,Small millets,4,1
Telangana ,ADILABAD,2001,Kharif     ,Sunflower,1221,629
Telangana ,ADILABAD,2001,Kharif     ,Urad,19201,10657
Telangana ,ADILABAD,2001,Rabi       ,Arhar/Tur,652,306
Telangana ,ADILABAD,2001,Rabi       ,Bajra,628,293
Telangana ,ADILABAD,2001,Rabi       ,Dry chillies,601,1656
Telangana ,ADILABAD,2001,Rabi       ,Gram,3277,3621
Telangana ,ADILABAD,2001,Rabi       ,Groundnut,3626,5011
Telangana ,ADILABAD,2001,Rabi       ,Horse-gram,3088,1019
Telangana ,ADILABAD,2001,Rabi       ,Jowar,74174,63196
Telangana ,ADILABAD,2001,Rabi       ,Linseed,4638,1248
Telangana ,ADILABAD,2001,Rabi       ,Maize,5243,23798
Telangana ,ADILABAD,2001,Rabi       ,Moong(Green Gram),3591,1095
Telangana ,ADILABAD,2001,Rabi       ,Onion,495,12933
Telangana ,ADILABAD,2001,Rabi       ,Other  Rabi pulses,1761,372
Telangana ,ADILABAD,2001,Rabi       ,Rapeseed &Mustard,23,7
Telangana ,ADILABAD,2001,Rabi       ,Rice,9786,23398
Telangana ,ADILABAD,2001,Rabi       ,Safflower,1537,518
Telangana ,ADILABAD,2001,Rabi       ,Sesamum,12841,2478
Telangana ,ADILABAD,2001,Rabi       ,Urad,838,142
Telangana ,ADILABAD,2001,Rabi       ,Wheat,3721,3327
Telangana ,ADILABAD,2001,Whole Year ,Banana,225,5063
Telangana ,ADILABAD,2001,Whole Year ,Cashewnut,24,2
Telangana ,ADILABAD,2001,Whole Year ,Coriander,2076,1021
Telangana ,ADILABAD,2001,Whole Year ,Sugarcane,8,704
Telangana ,ADILABAD,2001,Whole Year ,Sweet potato,6,80
Telangana ,ADILABAD,2001,Whole Year ,Tobacco,69,169
Telangana ,ADILABAD,2001,Whole Year ,Turmeric,7118,21076
Telangana ,ADILABAD,2002,Kharif     ,Arhar/Tur,40771,9989
Telangana ,ADILABAD,2002,Kharif     ,Castor seed,1343,526
Telangana ,ADILABAD,2002,Kharif     ,Cotton(lint),162008,171538
Telangana ,ADILABAD,2002,Kharif     ,Dry chillies,9062,5836
Telangana ,ADILABAD,2002,Kharif     ,Groundnut,139,78
Telangana ,ADILABAD,2002,Kharif     ,Horse-gram,17,6
Telangana ,ADILABAD,2002,Kharif     ,Jowar,39286,60461
Telangana ,ADILABAD,2002,Kharif     ,Maize,23626,49993
Telangana ,ADILABAD,2002,Kharif     ,Moong(Green Gram),17258,5212
Telangana ,ADILABAD,2002,Kharif     ,Other Kharif pulses,1852,328
Telangana ,ADILABAD,2002,Kharif     ,Ragi,158,183
Telangana ,ADILABAD,2002,Kharif     ,Rice,71657,110710
Telangana ,ADILABAD,2002,Kharif     ,Sesamum,2690,627
Telangana ,ADILABAD,2002,Kharif     ,Small millets,160,78
Telangana ,ADILABAD,2002,Kharif     ,Soyabean,38558,0
Telangana ,ADILABAD,2002,Kharif     ,Sunflower,364,194
Telangana ,ADILABAD,2002,Kharif     ,Urad,26552,15772
Telangana ,ADILABAD,2002,Rabi       ,Arhar/Tur,945,232
Telangana ,ADILABAD,2002,Rabi       ,Bajra,960,455
Telangana ,ADILABAD,2002,Rabi       ,Dry chillies,289,718
Telangana ,ADILABAD,2002,Rabi       ,Gram,3711,4591
Telangana ,ADILABAD,2002,Rabi       ,Groundnut,2479,2705
Telangana ,ADILABAD,2002,Rabi       ,Horse-gram,1176,149
Telangana ,ADILABAD,2002,Rabi       ,Jowar,53035,23919
Telangana ,ADILABAD,2002,Rabi       ,Linseed,2966,902
Telangana ,ADILABAD,2002,Rabi       ,Maize,4679,18884
Telangana ,ADILABAD,2002,Rabi       ,Moong(Green Gram),2589,660
Telangana ,ADILABAD,2002,Rabi       ,Onion,499,12469
Telangana ,ADILABAD,2002,Rabi       ,Other  Rabi pulses,686,190
Telangana ,ADILABAD,2002,Rabi       ,other oilseeds,28,35
Telangana ,ADILABAD,2002,Rabi       ,Ragi,13,17
Telangana ,ADILABAD,2002,Rabi       ,Rapeseed &Mustard,2,1
Telangana ,ADILABAD,2002,Rabi       ,Rice,5137,11188
Telangana ,ADILABAD,2002,Rabi       ,Safflower,735,207
Telangana ,ADILABAD,2002,Rabi       ,Sesamum,8651,1540
Telangana ,ADILABAD,2002,Rabi       ,Urad,1370,316
Telangana ,ADILABAD,2002,Rabi       ,Wheat,3267,3006
Telangana ,ADILABAD,2002,Whole Year ,Banana,13,317
Telangana ,ADILABAD,2002,Whole Year ,Beans & Mutter(Vegetable),128,167
Telangana ,ADILABAD,2002,Whole Year ,Bhindi,297,780
Telangana ,ADILABAD,2002,Whole Year ,Bottle Gourd,1,0
Telangana ,ADILABAD,2002,Whole Year ,Brinjal,495,1453
Telangana ,ADILABAD,2002,Whole Year ,Cabbage,32,0
Telangana ,ADILABAD,2002,Whole Year ,Cashewnut,86,19
Telangana ,ADILABAD,2002,Whole Year ,Citrus Fruit,26,118
Telangana ,ADILABAD,2002,Whole Year ,Coriander,1197,500
Telangana ,ADILABAD,2002,Whole Year ,Cucumber,40,0
Telangana ,ADILABAD,2002,Whole Year ,Mango,3258,6269
Telangana ,ADILABAD,2002,Whole Year ,Orange,89,1612
Telangana ,ADILABAD,2002,Whole Year ,other fibres,45,0
Telangana ,ADILABAD,2002,Whole Year ,Other Fresh Fruits,40,0
Telangana ,ADILABAD,2002,Whole Year ,Other Vegetables,1401,0
Telangana ,ADILABAD,2002,Whole Year ,Pome Fruit,2,12
Telangana ,ADILABAD,2002,Whole Year ,Sugarcane,56,3990
Telangana ,ADILABAD,2002,Whole Year ,Sweet potato,5,54
Telangana ,ADILABAD,2002,Whole Year ,Tobacco,35,120
Telangana ,ADILABAD,2002,Whole Year ,Tomato,1851,7948
Telangana ,ADILABAD,2002,Whole Year ,Turmeric,6250,26538
Telangana ,ADILABAD,2003,Kharif     ,Arhar/Tur,38393,13284
Telangana ,ADILABAD,2003,Kharif     ,Castor seed,1402,642
Telangana ,ADILABAD,2003,Kharif     ,Cotton(lint),145297,288030
Telangana ,ADILABAD,2003,Kharif     ,Dry chillies,10103,12760
Telangana ,ADILABAD,2003,Kharif     ,Groundnut,71,50
Telangana ,ADILABAD,2003,Kharif     ,Horse-gram,10,5
Telangana ,ADILABAD,2003,Kharif     ,Jowar,35410,51097
Telangana ,ADILABAD,2003,Kharif     ,Maize,24496,97984
Telangana ,ADILABAD,2003,Kharif     ,Moong(Green Gram),16589,2654
Telangana ,ADILABAD,2003,Kharif     ,Onion,45,480
Telangana ,ADILABAD,2003,Kharif     ,Other Kharif pulses,1706,222
Telangana ,ADILABAD,2003,Kharif     ,Rice,74851,184732
Telangana ,ADILABAD,2003,Kharif     ,Samai,2,1
Telangana ,ADILABAD,2003,Kharif     ,Sesamum,2071,362
Telangana ,ADILABAD,2003,Kharif     ,Small millets,2,
Telangana ,ADILABAD,2003,Kharif     ,Soyabean,65721,103839
Telangana ,ADILABAD,2003,Kharif     ,Sunflower,1144,835
Telangana ,ADILABAD,2003,Kharif     ,Urad,23056,15586
Telangana ,ADILABAD,2003,Rabi       ,Arhar/Tur,1351,467
Telangana ,ADILABAD,2003,Rabi       ,Bajra,1820,1112
Telangana ,ADILABAD,2003,Rabi       ,Dry chillies,310,1012
Telangana ,ADILABAD,2003,Rabi       ,Gram,8627,10302
Telangana ,ADILABAD,2003,Rabi       ,Groundnut,3180,4598
Telangana ,ADILABAD,2003,Rabi       ,Horse-gram,1839,600
Telangana ,ADILABAD,2003,Rabi       ,Jowar,63220,38438
Telangana ,ADILABAD,2003,Rabi       ,Linseed,3876,1074
Telangana ,ADILABAD,2003,Rabi       ,Maize,5963,26255
Telangana ,ADILABAD,2003,Rabi       ,Moong(Green Gram),4414,1492
Telangana ,ADILABAD,2003,Rabi       ,Onion,502,13914
Telangana ,ADILABAD,2003,Rabi       ,Other  Rabi pulses,1289,255
Telangana ,ADILABAD,2003,Rabi       ,other oilseeds,329,
Telangana ,ADILABAD,2003,Rabi       ,Rapeseed &Mustard,42,11
Telangana ,ADILABAD,2003,Rabi       ,Rice,6069,16016
Telangana ,ADILABAD,2003,Rabi       ,Safflower,711,221
Telangana ,ADILABAD,2003,Rabi       ,Sesamum,10243,2120
Telangana ,ADILABAD,2003,Rabi       ,Urad,1979,809
Telangana ,ADILABAD,2003,Rabi       ,Wheat,3842,2298
Telangana ,ADILABAD,2003,Whole Year ,Banana,110,1540
Telangana ,ADILABAD,2003,Whole Year ,Beans & Mutter(Vegetable),214,1272
Telangana ,ADILABAD,2003,Whole Year ,Bhindi,299,1196
Telangana ,ADILABAD,2003,Whole Year ,Bottle Gourd,3,0
Telangana ,ADILABAD,2003,Whole Year ,Brinjal,544,7061
Telangana ,ADILABAD,2003,Whole Year ,Cabbage,123,0
Telangana ,ADILABAD,2003,Whole Year ,Cashewnut,24,4
Telangana ,ADILABAD,2003,Whole Year ,Citrus Fruit,128,686
Telangana ,ADILABAD,2003,Whole Year ,Coriander,1990,545
Telangana ,ADILABAD,2003,Whole Year ,Cucumber,56,0
Telangana ,ADILABAD,2003,Whole Year ,Mango,3649,11117
Telangana ,ADILABAD,2003,Whole Year ,Orange,40,253
Telangana ,ADILABAD,2003,Whole Year ,Other Fresh Fruits,82,10
Telangana ,ADILABAD,2003,Whole Year ,Other Vegetables,1117,0
Telangana ,ADILABAD,2003,Whole Year ,Pome Fruit,9,95
Telangana ,ADILABAD,2003,Whole Year ,Sugarcane,121,9680
Telangana ,ADILABAD,2003,Whole Year ,Sweet potato,6,43
Telangana ,ADILABAD,2003,Whole Year ,Tobacco,39,84
Telangana ,ADILABAD,2003,Whole Year ,Tomato,2192,16838
Telangana ,ADILABAD,2003,Whole Year ,Turmeric,6394,24815
Telangana ,ADILABAD,2004,Kharif     ,Arhar/Tur,36468,15499
Telangana ,ADILABAD,2004,Kharif     ,Castor seed,513,193
Telangana ,ADILABAD,2004,Kharif     ,Cotton(lint),177911,236517
Telangana ,ADILABAD,2004,Kharif     ,Dry chillies,6622,5377
Telangana ,ADILABAD,2004,Kharif     ,Gram,102,90
Telangana ,ADILABAD,2004,Kharif     ,Groundnut,168,125
Telangana ,ADILABAD,2004,Kharif     ,Horse-gram,10,5
Telangana ,ADILABAD,2004,Kharif     ,Jowar,27163,42483
Telangana ,ADILABAD,2004,Kharif     ,Maize,20919,62150
Telangana ,ADILABAD,2004,Kharif     ,Moong(Green Gram),12037,3190
Telangana ,ADILABAD,2004,Kharif     ,Other Kharif pulses,1536,374
Telangana ,ADILABAD,2004,Kharif     ,Rice,35637,54133
Telangana ,ADILABAD,2004,Kharif     ,Sesamum,1222,314
Telangana ,ADILABAD,2004,Kharif     ,Soyabean,58185,90478
Telangana ,ADILABAD,2004,Kharif     ,Sunflower,2974,1578
Telangana ,ADILABAD,2004,Kharif     ,Urad,19024,11471
Telangana ,ADILABAD,2004,Rabi       ,Arhar/Tur,3342,1420
Telangana ,ADILABAD,2004,Rabi       ,Bajra,1230,389
Telangana ,ADILABAD,2004,Rabi       ,Dry chillies,561,1679
Telangana ,ADILABAD,2004,Rabi       ,Gram,6998,6151
Telangana ,ADILABAD,2004,Rabi       ,Groundnut,3978,4694
Telangana ,ADILABAD,2004,Rabi       ,Horse-gram,1806,585
Telangana ,ADILABAD,2004,Rabi       ,Jowar,65999,26796
Telangana ,ADILABAD,2004,Rabi       ,Linseed,3352,335
Telangana ,ADILABAD,2004,Rabi       ,Maize,5598,12332
Telangana ,ADILABAD,2004,Rabi       ,Moong(Green Gram),6760,2204
Telangana ,ADILABAD,2004,Rabi       ,Onion,379,8465
Telangana ,ADILABAD,2004,Rabi       ,Other  Rabi pulses,1078,45
Telangana ,ADILABAD,2004,Rabi       ,Rapeseed &Mustard,55,14
Telangana ,ADILABAD,2004,Rabi       ,Rice,3984,8749
Telangana ,ADILABAD,2004,Rabi       ,Safflower,546,247
Telangana ,ADILABAD,2004,Rabi       ,Sesamum,11598,4546
Telangana ,ADILABAD,2004,Rabi       ,Sunflower,2959,1571
Telangana ,ADILABAD,2004,Rabi       ,Urad,1452,1053
Telangana ,ADILABAD,2004,Rabi       ,Wheat,2895,840
Telangana ,ADILABAD,2004,Whole Year ,Banana,71,1757
Telangana ,ADILABAD,2004,Whole Year ,Cashewnut,24,8
Telangana ,ADILABAD,2004,Whole Year ,Coriander,1500,893
Telangana ,ADILABAD,2004,Whole Year ,Garlic,138,
Telangana ,ADILABAD,2004,Whole Year ,Sugarcane,131,9432
Telangana ,ADILABAD,2004,Whole Year ,Sweet potato,6,42
Telangana ,ADILABAD,2004,Whole Year ,Tobacco,2,3
Telangana ,ADILABAD,2004,Whole Year ,Turmeric,6407,28735
Telangana ,ADILABAD,2005,Kharif     ,Arhar/Tur,35993,23359
Telangana ,ADILABAD,2005,Kharif     ,Castor seed,774,296
Telangana ,ADILABAD,2005,Kharif     ,Cotton(lint),159415,269130
Telangana ,ADILABAD,2005,Kharif     ,Dry chillies,6250,6919
Telangana ,ADILABAD,2005,Kharif     ,Groundnut,86,82
Telangana ,ADILABAD,2005,Kharif     ,Jowar,24420,45690
Telangana ,ADILABAD,2005,Kharif     ,Maize,20852,74233
Telangana ,ADILABAD,2005,Kharif     ,Mesta,22,201
Telangana ,ADILABAD,2005,Kharif     ,Moong(Green Gram),12733,3947
Telangana ,ADILABAD,2005,Kharif     ,Onion,38,491
Telangana ,ADILABAD,2005,Kharif     ,Other Kharif pulses,1715,198
Telangana ,ADILABAD,2005,Kharif     ,Rice,69284,178198
Telangana ,ADILABAD,2005,Kharif     ,Sesamum,1951,576
Telangana ,ADILABAD,2005,Kharif     ,Soyabean,76889,149933
Telangana ,ADILABAD,2005,Kharif     ,Urad,17504,9907
Telangana ,ADILABAD,2005,Rabi       ,Bajra,779,494
Telangana ,ADILABAD,2005,Rabi       ,Dry chillies,575,1728
Telangana ,ADILABAD,2005,Rabi       ,Gram,9199,13063
Telangana ,ADILABAD,2005,Rabi       ,Groundnut,4188,6089
Telangana ,ADILABAD,2005,Rabi       ,Horse-gram,859,221
Telangana ,ADILABAD,2005,Rabi       ,Jowar,57107,39632
Telangana ,ADILABAD,2005,Rabi       ,Linseed,3053,1139
Telangana ,ADILABAD,2005,Rabi       ,Maize,6301,17939
Telangana ,ADILABAD,2005,Rabi       ,Moong(Green Gram),3022,1100
Telangana ,ADILABAD,2005,Rabi       ,Onion,496,9868
Telangana ,ADILABAD,2005,Rabi       ,Other  Rabi pulses,874,29
Telangana ,ADILABAD,2005,Rabi       ,Rice,9466,22586
Telangana ,ADILABAD,2005,Rabi       ,Safflower,493,232
Telangana ,ADILABAD,2005,Rabi       ,Sesamum,8314,2020
Telangana ,ADILABAD,2005,Rabi       ,Urad,826,609
Telangana ,ADILABAD,2005,Rabi       ,Wheat,3920,1341
Telangana ,ADILABAD,2005,Whole Year ,Cashewnut,60,21
Telangana ,ADILABAD,2005,Whole Year ,Coriander,923,388
Telangana ,ADILABAD,2005,Whole Year ,Garlic,165,
Telangana ,ADILABAD,2005,Whole Year ,Potato,2,17
Telangana ,ADILABAD,2005,Whole Year ,Sugarcane,156,13883
Telangana ,ADILABAD,2005,Whole Year ,Sunflower,6467,4811
Telangana ,ADILABAD,2005,Whole Year ,Sweet potato,8,67
Telangana ,ADILABAD,2005,Whole Year ,Tobacco,72,135
Telangana ,ADILABAD,2005,Whole Year ,Turmeric,6571,33893
Telangana ,ADILABAD,2006,Kharif     ,Arhar/Tur,31414,21833
Telangana ,ADILABAD,2006,Kharif     ,Castor seed,285,121
Telangana ,ADILABAD,2006,Kharif     ,Cotton(lint),178770,360695
Telangana ,ADILABAD,2006,Kharif     ,Dry chillies,5724,4791
Telangana ,ADILABAD,2006,Kharif     ,Groundnut,44,27
Telangana ,ADILABAD,2006,Kharif     ,Horse-gram,239,109
Telangana ,ADILABAD,2006,Kharif     ,Jowar,20073,30391
Telangana ,ADILABAD,2006,Kharif     ,Maize,19286,58437
Telangana ,ADILABAD,2006,Kharif     ,Moong(Green Gram),10536,4636
Telangana ,ADILABAD,2006,Kharif     ,Onion,38,572
Telangana ,ADILABAD,2006,Kharif     ,Other Kharif pulses,1204,305
Telangana ,ADILABAD,2006,Kharif     ,Rice,64743,155318
Telangana ,ADILABAD,2006,Kharif     ,Sesamum,2280,429
Telangana ,ADILABAD,2006,Kharif     ,Soyabean,81192,131206
Telangana ,ADILABAD,2006,Kharif     ,Urad,17831,5456
Telangana ,ADILABAD,2006,Rabi       ,Arhar/Tur,2912,2024
Telangana ,ADILABAD,2006,Rabi       ,Bajra,1035,365
Telangana ,ADILABAD,2006,Rabi       ,Dry chillies,1183,3862
Telangana ,ADILABAD,2006,Rabi       ,Gram,22127,34031
Telangana ,ADILABAD,2006,Rabi       ,Groundnut,4813,7383
Telangana ,ADILABAD,2006,Rabi       ,Horse-gram,1065,305
Telangana ,ADILABAD,2006,Rabi       ,Jowar,57042,37990
Telangana ,ADILABAD,2006,Rabi       ,Linseed,2129,585
Telangana ,ADILABAD,2006,Rabi       ,Maize,5771,19575
Telangana ,ADILABAD,2006,Rabi       ,Moong(Green Gram),3749,1964
Telangana ,ADILABAD,2006,Rabi       ,Onion,401,9964
Telangana ,ADILABAD,2006,Rabi       ,Other  Rabi pulses,734,376
Telangana ,ADILABAD,2006,Rabi       ,Rice,9019,22548
Telangana ,ADILABAD,2006,Rabi       ,Safflower,333,214
Telangana ,ADILABAD,2006,Rabi       ,Sesamum,10012,2493
Telangana ,ADILABAD,2006,Rabi       ,Urad,1107,1049
Telangana ,ADILABAD,2006,Rabi       ,Wheat,3222,2510
Telangana ,ADILABAD,2006,Whole Year ,Banana,41,998
Telangana ,ADILABAD,2006,Whole Year ,Cashewnut,62,11
Telangana ,ADILABAD,2006,Whole Year ,Coriander,731,408
Telangana ,ADILABAD,2006,Whole Year ,Potato,3,45
Telangana ,ADILABAD,2006,Whole Year ,Sugarcane,566,50797
Telangana ,ADILABAD,2006,Whole Year ,Sunflower,7918,8512
